Gene stable ID	Transcript stable ID	Gene name	Mouse gene stable ID	Mouse gene name
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000096803	Gm6803
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000095724	Gm21319
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000072905	Gm2016
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000069276	Gm10264
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000079030	Gm2046
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000095717	Gm2056
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000079031	BB287469
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000096619	Gm2035
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000079034	Gm8300
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000092019	Gm4027
ENSRNOG00000031421	ENSRNOT00000087984	Eif1a	ENSMUSG00000079029	Gm5662
ENSRNOG00000011702	ENSRNOT00000015641	Foxp3	ENSMUSG00000039521	Foxp3
ENSRNOG00000011702	ENSRNOT00000077391	Foxp3	ENSMUSG00000039521	Foxp3
ENSRNOG00000011702	ENSRNOT00000091146	Foxp3	ENSMUSG00000039521	Foxp3
ENSRNOG00000003616	ENSRNOT00000004803	Grem2	ENSMUSG00000050069	Grem2
ENSRNOG00000051450	ENSRNOT00000084870	Abracl	ENSMUSG00000078453	Abracl
ENSRNOG00000003033	ENSRNOT00000004140	Plcd3	ENSMUSG00000020937	Plcd3
ENSRNOG00000019035	ENSRNOT00000025879	Trpm8	ENSMUSG00000036251	Trpm8
ENSRNOG00000016502	ENSRNOT00000022476	Dscaml1	ENSMUSG00000032087	Dscaml1
ENSRNOG00000014218	ENSRNOT00000067558	Tmem25	ENSMUSG00000002032	Tmem25
ENSRNOG00000000230	ENSRNOT00000000246	Lmf1	ENSMUSG00000002279	Lmf1
ENSRNOG00000007506	ENSRNOT00000010073	Ndufaf4	ENSMUSG00000028261	Ndufaf4
ENSRNOG00000026171	ENSRNOT00000031262	Bbs4	ENSMUSG00000025235	Bbs4
ENSRNOG00000018645	ENSRNOT00000025225	Rpsa	ENSMUSG00000032518	Rpsa
ENSRNOG00000029184	ENSRNOT00000047310	Epha6	ENSMUSG00000055540	Epha6
ENSRNOG00000015848	ENSRNOT00000021284	Etfrf1	ENSMUSG00000040370	Etfrf1
ENSRNOG00000047040	ENSRNOT00000042039	Lhb	ENSMUSG00000100916	Lhb
ENSRNOG00000047040	ENSRNOT00000067468	Lhb	ENSMUSG00000100916	Lhb
ENSRNOG00000000561	ENSRNOT00000066794	Pald1	ENSMUSG00000020092	Pald1
ENSRNOG00000000561	ENSRNOT00000065614	Pald1	ENSMUSG00000020092	Pald1
ENSRNOG00000049285	ENSRNOT00000073451	LOC100912097	ENSMUSG00000049674	Olfr714
ENSRNOG00000021262	ENSRNOT00000028885	Slc23a2	ENSMUSG00000027340	Slc23a2
ENSRNOG00000007407	ENSRNOT00000085978	Ndufa12	ENSMUSG00000020022	Ndufa12
ENSRNOG00000007407	ENSRNOT00000010117	Ndufa12	ENSMUSG00000020022	Ndufa12
ENSRNOG00000002701	ENSRNOT00000003645	Hgd	ENSMUSG00000022821	Hgd
ENSRNOG00000059893	ENSRNOT00000081313	LOC687082	ENSMUSG00000063764	Olfr508
ENSRNOG00000051823	ENSRNOT00000084976	Zkscan4	ENSMUSG00000054931	Zkscan4
ENSRNOG00000005107	ENSRNOT00000007246	Recql5	ENSMUSG00000020752	Recql5
ENSRNOG00000049515	ENSRNOT00000073734	Obp1f	ENSMUSG00000079522	Gm14744
ENSRNOG00000049515	ENSRNOT00000073734	Obp1f	ENSMUSG00000044121	5430402E10Rik
ENSRNOG00000006787	ENSRNOT00000009402	Dhcr24	ENSMUSG00000034926	Dhcr24
ENSRNOG00000002632	ENSRNOT00000003550	Naca	ENSMUSG00000061315	Naca
ENSRNOG00000002632	ENSRNOT00000085092	Naca	ENSMUSG00000061315	Naca
ENSRNOG00000002632	ENSRNOT00000075681	Naca	ENSMUSG00000061315	Naca
ENSRNOG00000042327	ENSRNOT00000060376	Mroh2b	ENSMUSG00000022155	Mroh2b
ENSRNOG00000057116	ENSRNOT00000088996	Pex19	ENSMUSG00000003464	Pex19
ENSRNOG00000057116	ENSRNOT00000085377	Pex19	ENSMUSG00000003464	Pex19
ENSRNOG00000049832	ENSRNOT00000040345	Olr281	ENSMUSG00000066239	Olfr519
ENSRNOG00000049832	ENSRNOT00000040345	Olr281	ENSMUSG00000056946	Olfr512
ENSRNOG00000049832	ENSRNOT00000040345	Olr281	ENSMUSG00000062434	Olfr516
ENSRNOG00000002244	ENSRNOT00000003077	Pdgfra	ENSMUSG00000029231	Pdgfra
ENSRNOG00000008619	ENSRNOT00000011747	Agtrap	ENSMUSG00000029007	Agtrap
ENSRNOG00000021609	ENSRNOT00000029395	LOC100912566	ENSMUSG00000073755	5730409E04Rik
ENSRNOG00000021329	ENSRNOT00000038581	Tas2r140	ENSMUSG00000071147	Tas2r140
ENSRNOG00000012051	ENSRNOT00000016157	Ncaph	ENSMUSG00000034906	Ncaph
ENSRNOG00000009211	ENSRNOT00000012216	C3ar1	ENSMUSG00000040552	C3ar1
ENSRNOG00000049784	ENSRNOT00000071827	Tsnax	ENSMUSG00000056820	Tsnax
ENSRNOG00000025725	ENSRNOT00000035678	Ly6k	ENSMUSG00000044678	Ly6k
ENSRNOG00000013169	ENSRNOT00000018468	Traf4	ENSMUSG00000017386	Traf4
ENSRNOG00000045679	ENSRNOT00000074357	Apoa1	ENSMUSG00000032083	Apoa1
ENSRNOG00000009936	ENSRNOT00000013189	Dido1	ENSMUSG00000038914	Dido1
ENSRNOG00000032232	ENSRNOT00000050931	Snrpg	ENSMUSG00000057278	Snrpg
ENSRNOG00000003076	ENSRNOT00000088619	Rbms2	ENSMUSG00000040043	Rbms2
ENSRNOG00000003076	ENSRNOT00000048848	Rbms2	ENSMUSG00000040043	Rbms2
ENSRNOG00000047631	ENSRNOT00000074645	Mettl21b	ENSMUSG00000080115	Mettl21b
ENSRNOG00000057981	ENSRNOT00000081227	A930009A15Rik	ENSMUSG00000092210	A930009A15Rik
ENSRNOG00000057710	ENSRNOT00000086440	Ccnd2	ENSMUSG00000000184	Ccnd2
ENSRNOG00000004141	ENSRNOT00000005490	Vasn	ENSMUSG00000039646	Vasn
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000104824	Gm21663
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000067698	Gm10220
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000073119	Speer4a
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000058643	Speer4f1
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000091827	Speer4f2
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000073116	Gm10471
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000091255	Speer4e
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000095550	Gm21671
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000051940	5031410I06Rik
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000099762	Gm21149
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000106445	Gm21190
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000072188	Gm10354
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000067700	Gm5862
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000069720	4930572O03Rik
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000096045	Gm21698
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000091897	Gm17019
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000091049	Gm1979
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000073208	Speer4c
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000048703	Speer4b
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000106627	Gm21680
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000033219	Gm9758
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000070933	Speer4d
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000059645	Gm7361
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000096878	Gm21083
ENSRNOG00000029323	ENSRNOT00000038605	AABR07043702.1	ENSMUSG00000073117	Gm7347
ENSRNOG00000021312	ENSRNOT00000035545	Dnaaf5	ENSMUSG00000025857	Dnaaf5
ENSRNOG00000021312	ENSRNOT00000088813	Dnaaf5	ENSMUSG00000025857	Dnaaf5
ENSRNOG00000014564	ENSRNOT00000020385	Yipf5	ENSMUSG00000024487	Yipf5
ENSRNOG00000014564	ENSRNOT00000040877	Yipf5	ENSMUSG00000024487	Yipf5
ENSRNOG00000012362	ENSRNOT00000016632	Cacng3	ENSMUSG00000066189	Cacng3
ENSRNOG00000017488	ENSRNOT00000023507	Snx24	ENSMUSG00000024535	Snx24
ENSRNOG00000037381	ENSRNOT00000044666	LOC100362263	ENSMUSG00000073141	4930567H17Rik
ENSRNOG00000022729	ENSRNOT00000030162	Mrgprx2l	ENSMUSG00000074109	Mrgprx2
ENSRNOG00000022729	ENSRNOT00000030162	Mrgprx2l	ENSMUSG00000070547	Mrgprb1
ENSRNOG00000028072	ENSRNOT00000080768	Chit1	ENSMUSG00000026450	Chit1
ENSRNOG00000028072	ENSRNOT00000035658	Chit1	ENSMUSG00000026450	Chit1
ENSRNOG00000047891	ENSRNOT00000075349	Foxg1	ENSMUSG00000020950	Foxg1
ENSRNOG00000008620	ENSRNOT00000039730	Smad3	ENSMUSG00000032402	Smad3
ENSRNOG00000010496	ENSRNOT00000014435	Med17	ENSMUSG00000031935	Med17
ENSRNOG00000027606	ENSRNOT00000039398	Neurl1b	ENSMUSG00000034413	Neurl1b
ENSRNOG00000006744	ENSRNOT00000080009	Acyp1	ENSMUSG00000008822	Acyp1
ENSRNOG00000006744	ENSRNOT00000009086	Acyp1	ENSMUSG00000008822	Acyp1
ENSRNOG00000005403	ENSRNOT00000007157	Olr811	ENSMUSG00000049168	Olfr449
ENSRNOG00000018520	ENSRNOT00000025046	Nsun6	ENSMUSG00000026707	Nsun6
ENSRNOG00000050205	ENSRNOT00000073809	Afmid	ENSMUSG00000017718	Afmid
ENSRNOG00000006112	ENSRNOT00000008101	LOC102554315	ENSMUSG00000068134	Zfp120
ENSRNOG00000006112	ENSRNOT00000008047	LOC102554315	ENSMUSG00000068134	Zfp120
ENSRNOG00000007805	ENSRNOT00000010343	Mybl2	ENSMUSG00000017861	Mybl2
ENSRNOG00000059353	ENSRNOT00000089187	7SK	ENSMUSG00000088898	Gm22515
ENSRNOG00000015508	ENSRNOT00000020892	RGD1307235	ENSMUSG00000026319	2310035C23Rik
ENSRNOG00000021781	ENSRNOT00000029728	Camk1	ENSMUSG00000030272	Camk1
ENSRNOG00000037476	ENSRNOT00000056722	Galnt9	ENSMUSG00000033316	Galnt9
ENSRNOG00000037476	ENSRNOT00000088839	Galnt9	ENSMUSG00000033316	Galnt9
ENSRNOG00000015668	ENSRNOT00000020982	Ccl19	ENSMUSG00000095585	CR974586.3
ENSRNOG00000015668	ENSRNOT00000020982	Ccl19	ENSMUSG00000094661	Ccl19
ENSRNOG00000015668	ENSRNOT00000020982	Ccl19	ENSMUSG00000096506	CR974586.5
ENSRNOG00000015668	ENSRNOT00000020982	Ccl19	ENSMUSG00000091938	Gm2564
ENSRNOG00000015668	ENSRNOT00000020982	Ccl19	ENSMUSG00000071005	Ccl19
ENSRNOG00000024310	ENSRNOT00000033327	Kcnf1	ENSMUSG00000051726	Kcnf1
ENSRNOG00000055382	ENSRNOT00000089218	Hcn1	ENSMUSG00000021730	Hcn1
ENSRNOG00000061640	ENSRNOT00000086281	SNORA25	ENSMUSG00000096563	Gm24095
ENSRNOG00000061640	ENSRNOT00000086281	SNORA25	ENSMUSG00000088996	Gm22765
ENSRNOG00000061640	ENSRNOT00000086281	SNORA25	ENSMUSG00000065379	Gm22743
ENSRNOG00000061640	ENSRNOT00000086281	SNORA25	ENSMUSG00000065663	Gm22579
ENSRNOG00000061640	ENSRNOT00000086281	SNORA25	ENSMUSG00000088956	Gm24945
ENSRNOG00000061640	ENSRNOT00000086281	SNORA25	ENSMUSG00000093874	Gm24539
ENSRNOG00000006976	ENSRNOT00000009483	Med6	ENSMUSG00000002679	Med6
ENSRNOG00000023803	ENSRNOT00000073710	Cmya5	ENSMUSG00000047419	Cmya5
ENSRNOG00000026913	ENSRNOT00000039096	Bbs10	ENSMUSG00000035759	Bbs10
ENSRNOG00000048231	ENSRNOT00000074369	Tmem235	ENSMUSG00000070330	Tmem235
ENSRNOG00000056306	ENSRNOT00000081580	SNORA17	ENSMUSG00000088746	Gm23225
ENSRNOG00000010960	ENSRNOT00000068484	Ankh	ENSMUSG00000022265	Ank
ENSRNOG00000042482	ENSRNOT00000038964	Tatdn2	ENSMUSG00000056952	Tatdn2
ENSRNOG00000001851	ENSRNOT00000002528	Far2	ENSMUSG00000030303	Far2
ENSRNOG00000001159	ENSRNOT00000066266	Tff3	ENSMUSG00000024029	Tff3
ENSRNOG00000001159	ENSRNOT00000090275	Tff3	ENSMUSG00000024029	Tff3
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000079806	Gm21719
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000095900	Gm20773
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000094052	Gm21118
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000102739	Gm20772
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000103468	Gm21440
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000094325	Gm20831
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000095867	Gm20917
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000096122	Gm21943
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000104267	Gm20807
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000101053	Gm20815
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000096686	Gm20830
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000095950	Gm20737
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000094294	Gm20909
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000094813	Gm20777
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000094739	Gm20806
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000095032	Gm21310
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000096036	Gm21778
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000096820	Gm21425
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000099530	Gm29644
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000094729	Gm20747
ENSRNOG00000050505	ENSRNOT00000071864	AABR07010919.1	ENSMUSG00000095452	Gm20795
ENSRNOG00000016012	ENSRNOT00000081497	Spats2l	ENSMUSG00000038305	Spats2l
ENSRNOG00000016012	ENSRNOT00000021527	Spats2l	ENSMUSG00000038305	Spats2l
ENSRNOG00000061803	ENSRNOT00000091487	Olr298	ENSMUSG00000062712	Olfr531
ENSRNOG00000019623	ENSRNOT00000046708	Zfp446	ENSMUSG00000033961	Zfp446
ENSRNOG00000012343	ENSRNOT00000016462	Pdp2	ENSMUSG00000048371	Pdp2
ENSRNOG00000017478	ENSRNOT00000023677	Pcsk7	ENSMUSG00000035382	Pcsk7
ENSRNOG00000025705	ENSRNOT00000029511	Armcx2	ENSMUSG00000033436	Armcx2
ENSRNOG00000001113	ENSRNOT00000060608	Mmd2	ENSMUSG00000039533	Mmd2
ENSRNOG00000020784	ENSRNOT00000028197	Kcnk7	ENSMUSG00000024936	Kcnk7
ENSRNOG00000011167	ENSRNOT00000015100	Wdhd1	ENSMUSG00000037572	Wdhd1
ENSRNOG00000056215	ENSRNOT00000089069	SNORA17	ENSMUSG00000095926	Gm24039
ENSRNOG00000042929	ENSRNOT00000032218	LOC100361087	ENSMUSG00000038473	Nos1ap
ENSRNOG00000042929	ENSRNOT00000067037	LOC100361087	ENSMUSG00000038473	Nos1ap
ENSRNOG00000034093	ENSRNOT00000047593	AABR07011951.1	ENSMUSG00000015656	Hspa8
ENSRNOG00000011454	ENSRNOT00000038827	Tbck	ENSMUSG00000028030	Tbck
ENSRNOG00000011454	ENSRNOT00000083937	Tbck	ENSMUSG00000028030	Tbck
ENSRNOG00000046622	ENSRNOT00000060874	Olr1557	ENSMUSG00000062105	Olfr183
ENSRNOG00000059926	ENSRNOT00000082476	SNORD71	ENSMUSG00000077549	Snord71
ENSRNOG00000020424	ENSRNOT00000027681	Plpp4	ENSMUSG00000070366	Plpp4
ENSRNOG00000012810	ENSRNOT00000017098	Rfesd	ENSMUSG00000043190	Rfesd
ENSRNOG00000010451	ENSRNOT00000079773	Slc34a3	ENSMUSG00000006469	Slc34a3
ENSRNOG00000010451	ENSRNOT00000014060	Slc34a3	ENSMUSG00000006469	Slc34a3
ENSRNOG00000058076	ENSRNOT00000078545	SNORA17	ENSMUSG00000089553	Gm24176
ENSRNOG00000056458	ENSRNOT00000082090	Cep290	ENSMUSG00000019971	Cep290
ENSRNOG00000056458	ENSRNOT00000085684	Cep290	ENSMUSG00000019971	Cep290
ENSRNOG00000061532	ENSRNOT00000084141	AABR07017825.7	ENSMUSG00000093969	Trav4n-4
ENSRNOG00000061532	ENSRNOT00000084141	AABR07017825.7	ENSMUSG00000096505	Trav4d-4
ENSRNOG00000061532	ENSRNOT00000084141	AABR07017825.7	ENSMUSG00000096096	Trav4-4-dv10
ENSRNOG00000061532	ENSRNOT00000084141	AABR07017825.7	ENSMUSG00000076826	Trav4-2
ENSRNOG00000059273	ENSRNOT00000079541	U6	ENSMUSG00000088172	Gm25217
ENSRNOG00000001167	ENSRNOT00000001541	Ubash3a	ENSMUSG00000042345	Ubash3a
ENSRNOG00000014723	ENSRNOT00000019820	Cbfa2t3	ENSMUSG00000006362	Cbfa2t3
ENSRNOG00000014723	ENSRNOT00000081800	Cbfa2t3	ENSMUSG00000006362	Cbfa2t3
ENSRNOG00000056858	ENSRNOT00000090437	U6	ENSMUSG00000088211	Gm22083
ENSRNOG00000049965	ENSRNOT00000043210	LOC103693608	ENSMUSG00000003166	Dgcr2
ENSRNOG00000049965	ENSRNOT00000043210	LOC103693608	ENSMUSG00000092470	Gm20518
ENSRNOG00000055902	ENSRNOT00000085824	SNORA57	ENSMUSG00000084745	Gm25290
ENSRNOG00000015008	ENSRNOT00000020244	Gcm2	ENSMUSG00000021362	Gcm2
ENSRNOG00000018849	ENSRNOT00000025467	Tcerg1	ENSMUSG00000024498	Tcerg1
ENSRNOG00000018849	ENSRNOT00000086979	Tcerg1	ENSMUSG00000024498	Tcerg1
ENSRNOG00000059485	ENSRNOT00000079411	Cdkl3	ENSMUSG00000020389	Cdkl3
ENSRNOG00000057260	ENSRNOT00000088640	U6	ENSMUSG00000087925	Gm23232
ENSRNOG00000019419	ENSRNOT00000026284	Taf6l	ENSMUSG00000003680	Taf6l
ENSRNOG00000008707	ENSRNOT00000011735	Epx	ENSMUSG00000052234	Epx
ENSRNOG00000056238	ENSRNOT00000084949	U1	ENSMUSG00000064580	Gm25134
ENSRNOG00000013445	ENSRNOT00000018809	Aaas	ENSMUSG00000036678	Aaas
ENSRNOG00000048396	ENSRNOT00000071835	LOC108348138	ENSMUSG00000031160	Eras
ENSRNOG00000047098	ENSRNOT00000087661	LOC103694855	ENSMUSG00000073940	Hbb-bt
ENSRNOG00000047098	ENSRNOT00000087661	LOC103694855	ENSMUSG00000052305	Hbb-bs
ENSRNOG00000047098	ENSRNOT00000019913	LOC103694855	ENSMUSG00000073940	Hbb-bt
ENSRNOG00000047098	ENSRNOT00000019913	LOC103694855	ENSMUSG00000052305	Hbb-bs
ENSRNOG00000047098	ENSRNOT00000089102	LOC103694855	ENSMUSG00000073940	Hbb-bt
ENSRNOG00000047098	ENSRNOT00000089102	LOC103694855	ENSMUSG00000052305	Hbb-bs
ENSRNOG00000020655	ENSRNOT00000028031	Ucn2	ENSMUSG00000049699	Ucn2
ENSRNOG00000013370	ENSRNOT00000017917	Gfer	ENSMUSG00000040888	Gfer
ENSRNOG00000041721	ENSRNOT00000063474	5S_rRNA	ENSMUSG00000088971	Gm23764
ENSRNOG00000048516	ENSRNOT00000075757	Fam156b	ENSMUSG00000041353	Tmem29
ENSRNOG00000053093	ENSRNOT00000085001	Vom1r99	ENSMUSG00000068231	Vmn1r43
ENSRNOG00000053093	ENSRNOT00000085001	Vom1r99	ENSMUSG00000060724	Vmn1r47
ENSRNOG00000053093	ENSRNOT00000085001	Vom1r99	ENSMUSG00000062818	Vmn1r51
ENSRNOG00000053093	ENSRNOT00000085001	Vom1r99	ENSMUSG00000044248	Vmn1r45
ENSRNOG00000053093	ENSRNOT00000085001	Vom1r99	ENSMUSG00000068232	Vmn1r42
ENSRNOG00000053093	ENSRNOT00000085001	Vom1r99	ENSMUSG00000057592	Vmn1r48
ENSRNOG00000052923	ENSRNOT00000079328	AABR07060992.2	ENSMUSG00000105606	Igkv2-109
ENSRNOG00000052923	ENSRNOT00000079328	AABR07060992.2	ENSMUSG00000076500	Gm20730
ENSRNOG00000052923	ENSRNOT00000079328	AABR07060992.2	ENSMUSG00000076501	Igkv2-137
ENSRNOG00000036898	ENSRNOT00000055409	Defb19	ENSMUSG00000090485	Gm17416
ENSRNOG00000007727	ENSRNOT00000010347	Lhfpl4	ENSMUSG00000042873	Lhfpl4
ENSRNOG00000005369	ENSRNOT00000007335	Kcnj3	ENSMUSG00000026824	Kcnj3
ENSRNOG00000026178	ENSRNOT00000013022	Adpgk	ENSMUSG00000025236	Adpgk
ENSRNOG00000006995	ENSRNOT00000068742	Ano6	ENSMUSG00000064210	Ano6
ENSRNOG00000006995	ENSRNOT00000089895	Ano6	ENSMUSG00000064210	Ano6
ENSRNOG00000023456	ENSRNOT00000090689	Rnf41	ENSMUSG00000025373	Rnf41
ENSRNOG00000023456	ENSRNOT00000029778	Rnf41	ENSMUSG00000025373	Rnf41
ENSRNOG00000008461	ENSRNOT00000011316	Smdt1	ENSMUSG00000022452	Smdt1
ENSRNOG00000047113	ENSRNOT00000072086	LOC100911548	ENSMUSG00000038451	Spsb2
ENSRNOG00000013326	ENSRNOT00000038336	Hmbox1	ENSMUSG00000021972	Hmbox1
ENSRNOG00000013165	ENSRNOT00000017684	Bet1l	ENSMUSG00000110136	Gm45785
ENSRNOG00000013165	ENSRNOT00000017684	Bet1l	ENSMUSG00000025484	Bet1l
ENSRNOG00000023895	ENSRNOT00000035949	Ube2u	ENSMUSG00000069733	Ube2u
ENSRNOG00000018954	ENSRNOT00000025686	Tsnaxip1	ENSMUSG00000031893	Tsnaxip1
ENSRNOG00000000531	ENSRNOT00000000639	Ccdc167	ENSMUSG00000024018	Ccdc167
ENSRNOG00000059236	ENSRNOT00000085489	U6	ENSMUSG00000064876	Gm23378
ENSRNOG00000019080	ENSRNOT00000025933	Hsd3b7	ENSMUSG00000042289	Hsd3b7
ENSRNOG00000039504	ENSRNOT00000060548	LOC360919	ENSMUSG00000070690	5830473C10Rik
ENSRNOG00000024545	ENSRNOT00000036442	Ccdc18	ENSMUSG00000056531	Ccdc18
ENSRNOG00000050737	ENSRNOT00000007782	Olr607	ENSMUSG00000075137	Olfr1163
ENSRNOG00000050737	ENSRNOT00000007782	Olr607	ENSMUSG00000075139	Olfr1162
ENSRNOG00000000199	ENSRNOT00000000215	Dppa5	ENSMUSG00000062226	Gm10112
ENSRNOG00000000199	ENSRNOT00000000215	Dppa5	ENSMUSG00000060461	Dppa5a
ENSRNOG00000056681	ENSRNOT00000091438	SNORA17	ENSMUSG00000088479	Gm23077
ENSRNOG00000014398	ENSRNOT00000019487	Scara5	ENSMUSG00000022032	Scara5
ENSRNOG00000052080	ENSRNOT00000081607	Camk2b	ENSMUSG00000057897	Camk2b
ENSRNOG00000052080	ENSRNOT00000085265	Camk2b	ENSMUSG00000057897	Camk2b
ENSRNOG00000052080	ENSRNOT00000067162	Camk2b	ENSMUSG00000057897	Camk2b
ENSRNOG00000016613	ENSRNOT00000022398	Hoxc4	ENSMUSG00000075394	Hoxc4
ENSRNOG00000051395	ENSRNOT00000079119	U6	ENSMUSG00000064670	Gm22808
ENSRNOG00000015498	ENSRNOT00000072778	Il17rb	ENSMUSG00000015966	Il17rb
ENSRNOG00000015498	ENSRNOT00000020823	Il17rb	ENSMUSG00000015966	Il17rb
ENSRNOG00000049826	ENSRNOT00000077408	UST4r	ENSMUSG00000067656	Slc22a27
ENSRNOG00000049826	ENSRNOT00000077408	UST4r	ENSMUSG00000075044	Slc22a29
ENSRNOG00000049826	ENSRNOT00000077408	UST4r	ENSMUSG00000052562	Slc22a30
ENSRNOG00000049826	ENSRNOT00000077408	UST4r	ENSMUSG00000063590	Slc22a28
ENSRNOG00000049826	ENSRNOT00000050010	UST4r	ENSMUSG00000067656	Slc22a27
ENSRNOG00000049826	ENSRNOT00000050010	UST4r	ENSMUSG00000075044	Slc22a29
ENSRNOG00000049826	ENSRNOT00000050010	UST4r	ENSMUSG00000052562	Slc22a30
ENSRNOG00000049826	ENSRNOT00000050010	UST4r	ENSMUSG00000063590	Slc22a28
ENSRNOG00000053873	ENSRNOT00000084143	LOC100911215	ENSMUSG00000024669	Cd5
ENSRNOG00000053873	ENSRNOT00000090604	LOC100911215	ENSMUSG00000024669	Cd5
ENSRNOG00000002434	ENSRNOT00000003297	Tmem100	ENSMUSG00000069763	Tmem100
ENSRNOG00000046391	ENSRNOT00000039829	Fam177a1	ENSMUSG00000094103	1700047I17Rik2
ENSRNOG00000046391	ENSRNOT00000039829	Fam177a1	ENSMUSG00000095595	Fam177a
ENSRNOG00000021984	ENSRNOT00000065041	Rgs7	ENSMUSG00000026527	Rgs7
ENSRNOG00000045666	ENSRNOT00000042570	AABR07039651.1	ENSMUSG00000048758	Rpl29
ENSRNOG00000045666	ENSRNOT00000042570	AABR07039651.1	ENSMUSG00000091198	Gm5218
ENSRNOG00000045666	ENSRNOT00000042570	AABR07039651.1	ENSMUSG00000091695	Gm17669
ENSRNOG00000045666	ENSRNOT00000042570	AABR07039651.1	ENSMUSG00000078240	Gm3550
ENSRNOG00000020420	ENSRNOT00000027700	Pklr	ENSMUSG00000041237	Pklr
ENSRNOG00000020420	ENSRNOT00000065791	Pklr	ENSMUSG00000041237	Pklr
ENSRNOG00000050106	ENSRNOT00000085482	Rcc1	ENSMUSG00000028896	Rcc1
