Mouse.Ensembl.Gene.ID	Human.Ensembl.Gene.ID	Gencode19	Human_Symbol	Mouse_Symbol
ENSMUSG00000023041	ENSG00000205420	ENSG00000205420.6	KRT6A	Krt6b
ENSMUSG00000023043	ENSG00000111057	ENSG00000111057.6	KRT18	Krt18
ENSMUSG00000023044	ENSG00000139631	ENSG00000139631.14	CSAD	Csad
ENSMUSG00000023045	ENSG00000167780	ENSG00000167780.7	SOAT2	Soat2
ENSMUSG00000023046	ENSG00000167779	ENSG00000167779.3	IGFBP6	Igfbp6
ENSMUSG00000023047	ENSG00000135409	ENSG00000135409.6	AMHR2	Amhr2
ENSMUSG00000023050	ENSG00000139625	ENSG00000139625.8	MAP3K12	Map3k12
ENSMUSG00000023051	ENSG00000139546	ENSG00000139546.6	TARBP2	Tarbp2
ENSMUSG00000023052	ENSG00000139574	ENSG00000139574.7	NPFF	Npff
ENSMUSG00000023055	ENSG00000012822	ENSG00000012822.11	CALCOCO1	Calcoco1
ENSMUSG00000023057	ENSG00000145384	ENSG00000145384.3	FABP2	Fabp2
ENSMUSG00000023064	ENSG00000173267	ENSG00000173267.9	SNCG	Sncg
ENSMUSG00000023066	ENSG00000176225	ENSG00000176225.8	RTTN	Rttn
ENSMUSG00000023067	ENSG00000124762	ENSG00000124762.9	CDKN1A	Cdkn1a
ENSMUSG00000023068	ENSG00000153989	ENSG00000153989.7	NUS1	Nus1
ENSMUSG00000023070	ENSG00000130988	ENSG00000130988.8	RGN	Rgn
ENSMUSG00000023072	ENSG00000121289	ENSG00000121289.13	CEP89	Cep89
ENSMUSG00000023073	ENSG00000125255	ENSG00000125255.5	SLC10A2	Slc10a2
ENSMUSG00000023074	ENSG00000101928	ENSG00000101928.8	MOSPD1	Mospd1
ENSMUSG00000023075	ENSG00000174574	ENSG00000174574.11	AKIRIN1	Akirin1
ENSMUSG00000023078	ENSG00000156234	ENSG00000156234.7	CXCL13	Cxcl13
ENSMUSG00000023079	ENSG00000006704	ENSG00000006704.6	GTF2IRD1	Gtf2ird1
ENSMUSG00000023084	ENSG00000160838	ENSG00000160838.9	LRRC71	Lrrc71
ENSMUSG00000023087	ENSG00000151014	ENSG00000151014.4	CCRN4L	Ccrn4l
ENSMUSG00000023088	ENSG00000103222	ENSG00000103222.14	ABCC1	Abcc1
ENSMUSG00000023089	ENSG00000128609	ENSG00000128609.10	NDUFA5	Ndufa5
ENSMUSG00000023092	ENSG00000022267	ENSG00000022267.12	FHL1	Fhl1
ENSMUSG00000023094	ENSG00000148450	ENSG00000148450.8	MSRB2	Msrb2
ENSMUSG00000023104	ENSG00000049541	ENSG00000049541.6	RFC2	Rfc2
ENSMUSG00000023106	ENSG00000139726	ENSG00000139726.6	DENR	Denr
ENSMUSG00000023110	ENSG00000100462	ENSG00000100462.11	PRMT5	Prmt5
ENSMUSG00000023118	ENSG00000125755	ENSG00000125755.14	SYMPK	Sympk
ENSMUSG00000023122	ENSG00000198203	ENSG00000198203.5	SULT1C2	Sult1c2
ENSMUSG00000023132	ENSG00000145649	ENSG00000145649.7	GZMA	Gzma
ENSMUSG00000023140	ENSG00000115386	ENSG00000115386.5	REG1A	Reg2
ENSMUSG00000023140	ENSG00000172023	ENSG00000172023.3	REG1B	Reg2
ENSMUSG00000023143	ENSG00000103174	ENSG00000103174.7	NAGPA	Nagpa
ENSMUSG00000023147	ENSG00000182093	ENSG00000182093.10	WRB	Wrb
ENSMUSG00000023150	ENSG00000116679	ENSG00000116679.11	IVNS1ABP	Ivns1abp
ENSMUSG00000023151	ENSG00000214954	ENSG00000214954.4	LRRC69	Lrrc69
ENSMUSG00000023153	ENSG00000178821	ENSG00000178821.8	TMEM52	Tmem52
ENSMUSG00000023156	ENSG00000163684	ENSG00000163684.7	RPP14	Rpp14
ENSMUSG00000023159	ENSG00000105352	ENSG00000105352.6	CEACAM4	Psg29
ENSMUSG00000023165	ENSG00000157950	ENSG00000157950.10	SSX2B	Ssxb2
ENSMUSG00000023165	ENSG00000198946	ENSG00000198946.3	SSX4B	Ssxb2
ENSMUSG00000023165	ENSG00000126752	ENSG00000126752.7	SSX1	Ssxb2
ENSMUSG00000023165	ENSG00000187754	ENSG00000187754.8	SSX7	Ssxb2
ENSMUSG00000023165	ENSG00000165584	ENSG00000165584.11	SSX3	Ssxb2
ENSMUSG00000023165	ENSG00000165583	ENSG00000165583.9	SSX5	Ssxb2
ENSMUSG00000023165	ENSG00000241476	ENSG00000241476.3	SSX2	Ssxb2
ENSMUSG00000023165	ENSG00000204645	ENSG00000204645.4	SSX4	Ssxb2
ENSMUSG00000023169	ENSG00000111371	ENSG00000111371.11	SLC38A1	Slc38a1
ENSMUSG00000023170	ENSG00000132522	ENSG00000132522.11	GPS2	Gps2
ENSMUSG00000023175	ENSG00000172270	ENSG00000172270.14	BSG	Bsg
ENSMUSG00000023176	ENSG00000178772	ENSG00000178772.6	CPN2	Cpn2
ENSMUSG00000023185	ENSG00000124467	ENSG00000124467.14	PSG8	Ceacam14
ENSMUSG00000023186	ENSG00000110002	ENSG00000110002.11	VWA5A	Vwa5a
ENSMUSG00000023192	ENSG00000164082	ENSG00000164082.10	GRM2	Grm2
ENSMUSG00000023206	ENSG00000134470	ENSG00000134470.15	IL15RA	Il15ra
ENSMUSG00000023210	ENSG00000148386	ENSG00000148386.5	LCN9	Lcn9
ENSMUSG00000023216	ENSG00000166947	ENSG00000166947.7	EPB42	Epb4.2
ENSMUSG00000023224	ENSG00000149131	ENSG00000149131.11	SERPING1	Serping1
ENSMUSG00000023232	ENSG00000168528	ENSG00000168528.7	SERINC2	Serinc2
ENSMUSG00000023235	ENSG00000131142	ENSG00000131142.9	CCL25	Ccl25
ENSMUSG00000023236	ENSG00000166922	ENSG00000166922.4	SCG5	Scg5
ENSMUSG00000023243	ENSG00000164626	ENSG00000164626.8	KCNK5	Kcnk5
ENSMUSG00000023247	ENSG00000197273	ENSG00000197273.3	GUCA2A	Guca2a
ENSMUSG00000023249	ENSG00000041880	ENSG00000041880.10	PARP3	Parp3
ENSMUSG00000023259	ENSG00000225697	ENSG00000225697.6	SLC26A6	Slc26a6
ENSMUSG00000023262	ENSG00000243989	ENSG00000243989.3	ACY1	Acy1
ENSMUSG00000023266	ENSG00000137218	ENSG00000137218.6	FRS3	Frs3
ENSMUSG00000023267	ENSG00000111886	ENSG00000111886.9	GABRR2	Gabrr2
ENSMUSG00000023272	ENSG00000184164	ENSG00000184164.10	CRELD2	Creld2
ENSMUSG00000023274	ENSG00000010610	ENSG00000010610.5	CD4	Cd4
ENSMUSG00000023277	ENSG00000247596	ENSG00000247596.4	TWF2	Twf2
ENSMUSG00000023279	ENSG00000130385	ENSG00000130385.5	BMP15	Bmp15
ENSMUSG00000023284	ENSG00000196458	ENSG00000196458.6	ZNF605	Zfp605
ENSMUSG00000023286	ENSG00000160087	ENSG00000160087.16	UBE2J2	Ube2j2
ENSMUSG00000023307	ENSG00000198060	ENSG00000198060.5	MARCH5	March5
ENSMUSG00000023328	ENSG00000087085	ENSG00000087085.9	ACHE	Ache
ENSMUSG00000023330	ENSG00000104047	ENSG00000104047.10	DTWD1	Dtwd1
ENSMUSG00000023333	ENSG00000137270	ENSG00000137270.10	GCM1	Gcm1
ENSMUSG00000023336	ENSG00000103175	ENSG00000103175.6	WFDC1	Wfdc1
ENSMUSG00000023341	ENSG00000157601	ENSG00000157601.9	MX1	Mx2
ENSMUSG00000023345	ENSG00000164087	ENSG00000164087.3	POC1A	Poc1a
ENSMUSG00000023348	ENSG00000087077	ENSG00000087077.7	TRIP6	Trip6
ENSMUSG00000023349	ENSG00000205846	ENSG00000205846.3	CLEC6A	Clec4n
ENSMUSG00000023350	ENSG00000172943	ENSG00000172943.14	PHF8	4921501E09Rik
ENSMUSG00000023353	ENSG00000133612	ENSG00000133612.14	AGAP3	Agap3
ENSMUSG00000023367	ENSG00000002933	ENSG00000002933.3	TMEM176A	Tmem176a
ENSMUSG00000023387	ENSG00000095981	ENSG00000095981.6	KCNK16	Kcnk16
ENSMUSG00000023391	ENSG00000115844	ENSG00000115844.6	DLX2	Dlx2
ENSMUSG00000023393	ENSG00000101194	ENSG00000101194.13	SLC17A9	Slc17a9
ENSMUSG00000023403	ENSG00000196335	ENSG00000196335.8	STK31	Stk31
ENSMUSG00000023411	ENSG00000100968	ENSG00000100968.9	NFATC4	Nfatc4
ENSMUSG00000023433	ENSG00000219073	ENSG00000219073.3	CELA3B	Cela3b
ENSMUSG00000023433	ENSG00000142789	ENSG00000142789.15	CELA3A	Cela3b
ENSMUSG00000023439	ENSG00000111664	ENSG00000111664.6	GNB3	Gnb3
ENSMUSG00000023443	ENSG00000123576	ENSG00000123576.5	ESX1	Esx1
ENSMUSG00000023456	ENSG00000111669	ENSG00000111669.10	TPI1	Tpi1
ENSMUSG00000023460	ENSG00000206418	ENSG00000206418.3	RAB12	Rab12
ENSMUSG00000023467	ENSG00000104804	ENSG00000104804.3	TULP2	Tulp2
ENSMUSG00000023473	ENSG00000008300	ENSG00000008300.10	CELSR3	Celsr3
ENSMUSG00000023484	ENSG00000135406	ENSG00000135406.9	PRPH	Prph
ENSMUSG00000023495	ENSG00000090097	ENSG00000090097.16	PCBP4	Pcbp4
ENSMUSG00000023505	ENSG00000111665	ENSG00000111665.7	CDCA3	Cdca3
ENSMUSG00000023571	ENSG00000184163	ENSG00000184163.3	FAM132A	Fam132a
ENSMUSG00000023572	ENSG00000166946	ENSG00000166946.9	CCNDBP1	Ccndbp1
ENSMUSG00000023707	ENSG00000111325	ENSG00000111325.12	OGFOD2	Ogfod2
ENSMUSG00000023723	ENSG00000181610	ENSG00000181610.8	MRPS23	Mrps23
ENSMUSG00000023755	ENSG00000167550	ENSG00000167550.6	RHEBL1	Rhebl1
ENSMUSG00000023764	ENSG00000198089	ENSG00000198089.10	SFI1	Sfi1
ENSMUSG00000023781	ENSG00000179111	ENSG00000179111.4	HES7	Hes7
ENSMUSG00000023791	ENSG00000163964	ENSG00000163964.9	PIGX	Pigx
ENSMUSG00000023800	ENSG00000146426	ENSG00000146426.13	TIAM2	Tiam2
ENSMUSG00000023802	ENSG00000074771	ENSG00000074771.3	NOX3	Nox3
ENSMUSG00000023805	ENSG00000078269	ENSG00000078269.9	SYNJ2	Synj2
ENSMUSG00000023806	ENSG00000130363	ENSG00000130363.7	RSPH3	Rsph3b
ENSMUSG00000023809	ENSG00000071242	ENSG00000071242.7	RPS6KA2	Rps6ka2
ENSMUSG00000023826	ENSG00000185345	ENSG00000185345.14	PARK2	Park2
ENSMUSG00000023827	ENSG00000026652	ENSG00000026652.9	AGPAT4	Agpat4
ENSMUSG00000023828	ENSG00000146477	ENSG00000146477.4	SLC22A3	Slc22a3
ENSMUSG00000023829	ENSG00000175003	ENSG00000175003.8	SLC22A1	Slc22a1
ENSMUSG00000023830	ENSG00000197081	ENSG00000197081.8	IGF2R	Igf2r
ENSMUSG00000023832	ENSG00000120437	ENSG00000120437.7	ACAT2	Acat2
ENSMUSG00000023845	ENSG00000113441	ENSG00000113441.11	LNPEP	Lnpep
ENSMUSG00000023846	ENSG00000058729	ENSG00000058729.6	RIOK2	Riok2
ENSMUSG00000023852	ENSG00000153922	ENSG00000153922.6	CHD1	Chd1
ENSMUSG00000023861	ENSG00000060762	ENSG00000060762.14	MPC1	Mpc1
ENSMUSG00000023868	ENSG00000112541	ENSG00000112541.9	PDE10A	Pde10a
ENSMUSG00000023873	ENSG00000112539	ENSG00000112539.10	C6orf118	1700010I14Rik
ENSMUSG00000023882	ENSG00000149050	ENSG00000149050.5	ZNF214	Zfp54
ENSMUSG00000023883	ENSG00000130024	ENSG00000130024.10	PHF10	Phf10
ENSMUSG00000023885	ENSG00000186340	ENSG00000186340.10	THBS2	Thbs2
ENSMUSG00000023886	ENSG00000112562	ENSG00000112562.14	SMOC2	Smoc2
ENSMUSG00000023892	ENSG00000204611	ENSG00000204611.2	ZNF616	Zfp51
ENSMUSG00000023892	ENSG00000197608	ENSG00000197608.7	ZNF841	Zfp51
ENSMUSG00000023892	ENSG00000197937	ENSG00000197937.8	ZNF347	Zfp51
ENSMUSG00000023892	ENSG00000198482	ENSG00000198482.6	ZNF808	Zfp51
ENSMUSG00000023902	ENSG00000130182	ENSG00000130182.3	ZSCAN10	Zscan10
ENSMUSG00000023903	ENSG00000008516	ENSG00000008516.12	MMP25	Mmp25
ENSMUSG00000023904	ENSG00000103145	ENSG00000103145.6	HCFC1R1	Hcfc1r1
ENSMUSG00000023905	ENSG00000006327	ENSG00000006327.9	TNFRSF12A	Tnfrsf12a
ENSMUSG00000023906	ENSG00000184697	ENSG00000184697.6	CLDN6	Cldn6
ENSMUSG00000023908	ENSG00000127564	ENSG00000127564.12	PKMYT1	Pkmyt1
ENSMUSG00000023909	ENSG00000162073	ENSG00000162073.9	PAQR4	Paqr4
ENSMUSG00000023911	ENSG00000162076	ENSG00000162076.8	FLYWCH2	Flywch2
ENSMUSG00000023912	ENSG00000153291	ENSG00000153291.11	SLC25A27	Slc25a27
ENSMUSG00000023913	ENSG00000146070	ENSG00000146070.12	PLA2G7	Pla2g7
ENSMUSG00000023914	ENSG00000112818	ENSG00000112818.5	MEP1A	Mep1a
ENSMUSG00000023915	ENSG00000146072	ENSG00000146072.6	TNFRSF21	Tnfrsf21
ENSMUSG00000023918	ENSG00000153294	ENSG00000153294.7	GPR115	Gpr115
ENSMUSG00000023919	ENSG00000031691	ENSG00000031691.6	CENPQ	Cenpq
ENSMUSG00000023921	ENSG00000146085	ENSG00000146085.7	MUT	Mut
ENSMUSG00000023923	ENSG00000131374	ENSG00000131374.10	TBC1D5	Tbc1d5
ENSMUSG00000023926	ENSG00000112077	ENSG00000112077.11	RHAG	Rhag
ENSMUSG00000023927	ENSG00000182568	ENSG00000182568.12	SATB1	Satb1
ENSMUSG00000023930	ENSG00000124490	ENSG00000124490.9	CRISP2	Crisp2
ENSMUSG00000023931	ENSG00000163576	ENSG00000163576.13	EFHB	Efhb
ENSMUSG00000023932	ENSG00000096401	ENSG00000096401.7	CDC5L	Cdc5l
ENSMUSG00000023935	ENSG00000249481	ENSG00000249481.2	SPATS1	Spats1
ENSMUSG00000023938	ENSG00000124608	ENSG00000124608.4	AARS2	Aars2
ENSMUSG00000023939	ENSG00000180992	ENSG00000180992.5	MRPL14	Mrpl14
ENSMUSG00000023940	ENSG00000129810	ENSG00000129810.10	SGOL1	Sgol1
ENSMUSG00000023942	ENSG00000112759	ENSG00000112759.12	SLC29A1	Slc29a1
ENSMUSG00000023943	ENSG00000196228	ENSG00000196228.2	SULT1C3	Sult1c1
ENSMUSG00000023944	ENSG00000096384	ENSG00000096384.15	HSP90AB1	Hsp90ab1
ENSMUSG00000023945	ENSG00000115665	ENSG00000115665.4	SLC5A7	Slc5a7
ENSMUSG00000023947	ENSG00000146232	ENSG00000146232.10	NFKBIE	Nfkbie
ENSMUSG00000023949	ENSG00000146221	ENSG00000146221.8	TCTE1	Tcte1
ENSMUSG00000023951	ENSG00000112715	ENSG00000112715.16	VEGFA	Vegfa
ENSMUSG00000023952	ENSG00000172432	ENSG00000172432.14	GTPBP2	Gtpbp2
ENSMUSG00000023953	ENSG00000170734	ENSG00000170734.7	POLH	Polh
ENSMUSG00000023959	ENSG00000112782	ENSG00000112782.11	CLIC5	Clic5
ENSMUSG00000023960	ENSG00000112796	ENSG00000112796.5	ENPP5	Enpp5
ENSMUSG00000023961	ENSG00000001561	ENSG00000001561.6	ENPP4	Enpp4
ENSMUSG00000023963	ENSG00000146233	ENSG00000146233.3	CYP39A1	Cyp39a1
ENSMUSG00000023964	ENSG00000004948	ENSG00000004948.9	CALCR	Calcr
ENSMUSG00000023965	ENSG00000145743	ENSG00000145743.11	FBXL17	Fbxl17
ENSMUSG00000023966	ENSG00000172426	ENSG00000172426.11	RSPH9	Rsph9
ENSMUSG00000023967	ENSG00000096080	ENSG00000096080.7	MRPS18A	Mrps18a
ENSMUSG00000023968	ENSG00000146215	ENSG00000146215.9	CRIP3	Crip3
ENSMUSG00000023971	ENSG00000124541	ENSG00000124541.6	RRP36	Rrp36
ENSMUSG00000023972	ENSG00000112655	ENSG00000112655.11	PTK7	Ptk7
ENSMUSG00000023973	ENSG00000137161	ENSG00000137161.12	CNPY3	Cnpy3
ENSMUSG00000023977	ENSG00000024048	ENSG00000024048.6	UBR2	Ubr2
ENSMUSG00000023978	ENSG00000112619	ENSG00000112619.6	PRPH2	Prph2
ENSMUSG00000023979	ENSG00000112599	ENSG00000112599.8	GUCA1B	Guca1b
ENSMUSG00000023980	ENSG00000137413	ENSG00000137413.11	TAF8	Taf8
ENSMUSG00000023982	ENSG00000048545	ENSG00000048545.9	GUCA1A	Guca1a
ENSMUSG00000023984	ENSG00000124641	ENSG00000124641.10	MED20	Gm20517
ENSMUSG00000023987	ENSG00000096088	ENSG00000096088.12	PGC	Pgc
ENSMUSG00000023988	ENSG00000112578	ENSG00000112578.5	BYSL	Bysl
ENSMUSG00000023990	ENSG00000112561	ENSG00000112561.13	TFEB	Tfeb
ENSMUSG00000023991	ENSG00000137166	ENSG00000137166.10	FOXP4	Foxp4
ENSMUSG00000023992	ENSG00000095970	ENSG00000095970.12	TREM2	Trem2
ENSMUSG00000023993	ENSG00000161911	ENSG00000161911.7	TREML1	Treml1
ENSMUSG00000023994	ENSG00000001167	ENSG00000001167.10	NFYA	Nfya
ENSMUSG00000023995	ENSG00000112212	ENSG00000112212.7	TSPO2	Tspo2
ENSMUSG00000023999	ENSG00000164627	ENSG00000164627.13	KIF6	Kif6
ENSMUSG00000024002	ENSG00000141867	ENSG00000141867.13	BRD4	Brd4
ENSMUSG00000024006	ENSG00000112079	ENSG00000112079.8	STK38	Stk38
ENSMUSG00000024007	ENSG00000137168	ENSG00000137168.7	PPIL1	Ppil1
ENSMUSG00000024008	ENSG00000124772	ENSG00000124772.7	CPNE5	Cpne5
ENSMUSG00000024011	ENSG00000164530	ENSG00000164530.9	PI16	Pi16
ENSMUSG00000024012	ENSG00000137409	ENSG00000137409.14	MTCH1	Mtch1
ENSMUSG00000024013	ENSG00000146192	ENSG00000146192.10	FGD2	Fgd2
ENSMUSG00000024014	ENSG00000137193	ENSG00000137193.9	PIM1	Pim1
ENSMUSG00000024018	ENSG00000198937	ENSG00000198937.8	CCDC167	Ccdc167
ENSMUSG00000024019	ENSG00000137200	ENSG00000137200.8	CMTR1	Cmtr1
ENSMUSG00000024026	ENSG00000124767	ENSG00000124767.6	GLO1	Glo1
ENSMUSG00000024027	ENSG00000112164	ENSG00000112164.5	GLP1R	Glp1r
ENSMUSG00000024028	ENSG00000160181	ENSG00000160181.4	TFF2	Tff2
ENSMUSG00000024029	ENSG00000160180	ENSG00000160180.14	TFF3	Tff3
ENSMUSG00000024030	ENSG00000160179	ENSG00000160179.14	ABCG1	Abcg1
ENSMUSG00000024032	ENSG00000160182	ENSG00000160182.2	TFF1	Tff1
ENSMUSG00000024033	ENSG00000160188	ENSG00000160188.5	RSPH1	Rsph1
ENSMUSG00000024034	ENSG00000160183	ENSG00000160183.9	TMPRSS3	Tmprss3
ENSMUSG00000024036	ENSG00000160190	ENSG00000160190.9	SLC37A1	Slc37a1
ENSMUSG00000024037	ENSG00000160193	ENSG00000160193.7	WDR4	Wdr4
ENSMUSG00000024038	ENSG00000160194	ENSG00000160194.13	NDUFV3	Ndufv3
ENSMUSG00000024039	ENSG00000160200	ENSG00000160200.13	CBS	Cbs
ENSMUSG00000024041	ENSG00000160202	ENSG00000160202.3	CRYAA	Cryaa
ENSMUSG00000024042	ENSG00000142178	ENSG00000142178.7	SIK1	Sik1
ENSMUSG00000024043	ENSG00000088756	ENSG00000088756.8	ARHGAP28	Arhgap28
ENSMUSG00000024044	ENSG00000082397	ENSG00000082397.11	EPB41L3	Epb4.1l3
ENSMUSG00000024045	ENSG00000105127	ENSG00000105127.4	AKAP8	Akap8
ENSMUSG00000024048	ENSG00000101608	ENSG00000101608.8	MYL12A	Myl12a
ENSMUSG00000024049	ENSG00000101605	ENSG00000101605.8	MYOM1	Myom1
ENSMUSG00000024050	ENSG00000011451	ENSG00000011451.13	WIZ	Wiz
ENSMUSG00000024052	ENSG00000101577	ENSG00000101577.5	LPIN2	Lpin2
ENSMUSG00000024053	ENSG00000132205	ENSG00000132205.6	EMILIN2	Emilin2
ENSMUSG00000024054	ENSG00000101596	ENSG00000101596.10	SMCHD1	Smchd1
ENSMUSG00000024055	ENSG00000186115	ENSG00000186115.8	CYP4F2	Cyp4f13
ENSMUSG00000024056	ENSG00000080986	ENSG00000080986.8	NDC80	Ndc80
ENSMUSG00000024059	ENSG00000115295	ENSG00000115295.15	CLIP4	Clip4
ENSMUSG00000024063	ENSG00000213626	ENSG00000213626.7	LBH	Lbh
ENSMUSG00000024064	ENSG00000158089	ENSG00000158089.10	GALNT14	Galnt14
ENSMUSG00000024065	ENSG00000013016	ENSG00000013016.10	EHD3	Ehd3
ENSMUSG00000024066	ENSG00000158125	ENSG00000158125.5	XDH	Xdh
ENSMUSG00000024067	ENSG00000162961	ENSG00000162961.9	DPY30	Dpy30
ENSMUSG00000024068	ENSG00000021574	ENSG00000021574.7	SPAST	Spast
ENSMUSG00000024069	ENSG00000152683	ENSG00000152683.10	SLC30A6	Slc30a6
ENSMUSG00000024070	ENSG00000115825	ENSG00000115825.5	PRKD3	Prkd3
ENSMUSG00000024072	ENSG00000119820	ENSG00000119820.6	YIPF4	Yipf4
ENSMUSG00000024073	ENSG00000115760	ENSG00000115760.9	BIRC6	Birc6
ENSMUSG00000024074	ENSG00000150938	ENSG00000150938.5	CRIM1	Crim1
ENSMUSG00000024076	ENSG00000205221	ENSG00000205221.8	VIT	Vit
ENSMUSG00000024077	ENSG00000115808	ENSG00000115808.7	STRN	Strn
ENSMUSG00000024078	ENSG00000018699	ENSG00000018699.7	TTC27	Ttc27
ENSMUSG00000024079	ENSG00000055332	ENSG00000055332.12	EIF2AK2	Eif2ak2
ENSMUSG00000024081	ENSG00000115816	ENSG00000115816.9	CEBPZ	Cebpz
ENSMUSG00000024082	ENSG00000003509	ENSG00000003509.11	NDUFAF7	Ndufaf7
ENSMUSG00000024083	ENSG00000198961	ENSG00000198961.5	PJA2	Pja2
ENSMUSG00000024084	ENSG00000115828	ENSG00000115828.11	QPCT	Qpct
ENSMUSG00000024085	ENSG00000112893	ENSG00000112893.5	MAN2A1	Man2a1
ENSMUSG00000024087	ENSG00000138061	ENSG00000138061.7	CYP1B1	Cyp1b1
ENSMUSG00000024091	ENSG00000101558	ENSG00000101558.9	VAPA	Vapa
ENSMUSG00000024095	ENSG00000143889	ENSG00000143889.11	HNRNPLL	Hnrnpll
ENSMUSG00000024096	ENSG00000017797	ENSG00000017797.7	RALBP1	Ralbp1
ENSMUSG00000024097	ENSG00000115875	ENSG00000115875.14	SRSF7	Srsf7
ENSMUSG00000024098	ENSG00000128791	ENSG00000128791.7	TWSG1	Twsg1
ENSMUSG00000024099	ENSG00000178127	ENSG00000178127.8	NDUFV2	Ndufv2
ENSMUSG00000024101	ENSG00000234769	ENSG00000234769.4	WASH4P	Wash
ENSMUSG00000024104	ENSG00000172661	ENSG00000172661.13	FAM21C	Fam21
ENSMUSG00000024104	ENSG00000099290	ENSG00000099290.11	FAM21A	Fam21
ENSMUSG00000024104	ENSG00000152726	ENSG00000152726.14	FAM21B	Fam21
ENSMUSG00000024104	ENSG00000174196	ENSG00000174196.5	FAM21D	Fam21
ENSMUSG00000024107	ENSG00000138039	ENSG00000138039.10	LHCGR	Lhcgr
ENSMUSG00000024109	ENSG00000179915	ENSG00000179915.16	NRXN1	Nrxn1
ENSMUSG00000024112	ENSG00000196557	ENSG00000196557.6	CACNA1H	Cacna1h
ENSMUSG00000024116	ENSG00000007038	ENSG00000007038.6	PRSS21	Prss21
ENSMUSG00000024118	ENSG00000162062	ENSG00000162062.10	C16orf59	1600002H07Rik
ENSMUSG00000024120	ENSG00000138095	ENSG00000138095.14	LRPPRC	Lrpprc
ENSMUSG00000024121	ENSG00000185883	ENSG00000185883.6	ATP6V0C	Atp6v0c
ENSMUSG00000024122	ENSG00000140992	ENSG00000140992.14	PDPK1	Pdpk1
ENSMUSG00000024125	ENSG00000162078	ENSG00000162078.7	ZG16B	Sbpl
ENSMUSG00000024127	ENSG00000138078	ENSG00000138078.11	PREPL	Prepl
ENSMUSG00000024128	ENSG00000162078	ENSG00000162078.7	ZG16B	Sbp
ENSMUSG00000024130	ENSG00000167972	ENSG00000167972.9	ABCA3	Abca3
ENSMUSG00000024131	ENSG00000138079	ENSG00000138079.9	SLC3A1	Slc3a1
ENSMUSG00000024132	ENSG00000167969	ENSG00000167969.8	ECI1	Eci1
ENSMUSG00000024134	ENSG00000170577	ENSG00000170577.7	SIX2	Six2
ENSMUSG00000024135	ENSG00000068784	ENSG00000068784.8	SRBD1	Srbd1
ENSMUSG00000024136	ENSG00000167968	ENSG00000167968.8	DNASE1L2	Dnase1l2
ENSMUSG00000024137	ENSG00000167967	ENSG00000167967.11	E4F1	E4f1
ENSMUSG00000024140	ENSG00000116016	ENSG00000116016.9	EPAS1	Epas1
ENSMUSG00000024142	ENSG00000167965	ENSG00000167965.13	MLST8	Mlst8
ENSMUSG00000024143	ENSG00000119729	ENSG00000119729.6	RHOQ	Rhoq
ENSMUSG00000024145	ENSG00000151665	ENSG00000151665.8	PIGF	Pigf
ENSMUSG00000024146	ENSG00000119878	ENSG00000119878.5	CRIPT	Cript
ENSMUSG00000024150	ENSG00000180398	ENSG00000180398.7	MCFD2	Mcfd2
ENSMUSG00000024151	ENSG00000095002	ENSG00000095002.8	MSH2	Msh2
ENSMUSG00000024154	ENSG00000242441	ENSG00000242441.3	GTF2A1L	Gtf2a1l
ENSMUSG00000024155	ENSG00000162039	ENSG00000162039.10	MEIOB	Meiob
ENSMUSG00000024158	ENSG00000063854	ENSG00000063854.8	HAGH	Hagh
ENSMUSG00000024160	ENSG00000162032	ENSG00000162032.11	SPSB3	Spsb3
ENSMUSG00000024163	ENSG00000138834	ENSG00000138834.8	MAPK8IP3	Mapk8ip3
ENSMUSG00000024164	ENSG00000125730	ENSG00000125730.12	C3	C3
ENSMUSG00000024165	ENSG00000206053	ENSG00000206053.8	HN1L	Hn1l
ENSMUSG00000024168	ENSG00000131634	ENSG00000131634.9	TMEM204	Tmem204
ENSMUSG00000024169	ENSG00000187535	ENSG00000187535.9	IFT140	Ift140
ENSMUSG00000024170	ENSG00000100726	ENSG00000100726.10	TELO2	Telo2
ENSMUSG00000024172	ENSG00000144057	ENSG00000144057.11	ST6GAL2	St6gal2
ENSMUSG00000024173	ENSG00000172236	ENSG00000172236.12	TPSAB1	Tpsab1
ENSMUSG00000024173	ENSG00000095917	ENSG00000095917.9	TPSD1	Tpsab1
ENSMUSG00000024174	ENSG00000128513	ENSG00000128513.10	POT1	Pot1b
ENSMUSG00000024175	ENSG00000163060	ENSG00000163060.6	TEKT4	Tekt4
ENSMUSG00000024176	ENSG00000005513	ENSG00000005513.9	SOX8	Sox8
ENSMUSG00000024177	ENSG00000103202	ENSG00000103202.8	NME4	Nme4
ENSMUSG00000024180	ENSG00000129925	ENSG00000129925.6	TMEM8A	Tmem8
ENSMUSG00000024181	ENSG00000086504	ENSG00000086504.11	MRPL28	Mrpl28
ENSMUSG00000024182	ENSG00000103126	ENSG00000103126.10	AXIN1	Axin1
ENSMUSG00000024184	ENSG00000185615	ENSG00000185615.11	PDIA2	Pdia2
ENSMUSG00000024186	ENSG00000076344	ENSG00000076344.11	RGS11	Rgs11
ENSMUSG00000024187	ENSG00000167930	ENSG00000167930.11	ITFG3	Itfg3
ENSMUSG00000024188	ENSG00000007392	ENSG00000007392.12	LUC7L	Luc7l
