Cell type	Notes	STAR mapped file	read counts	Bulk_Single
Neurons	mOR-EG GFP, single Adult Cell, olfactory sensory neuron	ERR647663Aligned.out.bam	ERR647663Aligned.out_counts_genes_mm9.txt	Single
Neurons	mOR-EG GFP, single Adult Cell, olfactory sensory neuron	ERR647666Aligned.out.bam	ERR647666Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL6J/129, 8-11 weeks, excitatory_pyramidal_neurons	SRR1647854Aligned.out.bam	SRR1647854Aligned.out_counts_genes_mm9.txt	Bulk
Neurons	C57BL6J/129, 8-11 weeks, excitatory_pyramidal_neurons	SRR1647855Aligned.out.bam	SRR1647855Aligned.out_counts_genes_mm9.txt	Bulk
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233058Aligned.out.bam	SRR1233058Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233059Aligned.out.bam	SRR1233059Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233060Aligned.out.bam	SRR1233060Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233061Aligned.out.bam	SRR1233061Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233062Aligned.out.bam	SRR1233062Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233063Aligned.out.bam	SRR1233063Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233064Aligned.out.bam	SRR1233064Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233065Aligned.out.bam	SRR1233065Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233066Aligned.out.bam	SRR1233066Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233067Aligned.out.bam	SRR1233067Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233068Aligned.out.bam	SRR1233068Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233069Aligned.out.bam	SRR1233069Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233070Aligned.out.bam	SRR1233070Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233071Aligned.out.bam	SRR1233071Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233072Aligned.out.bam	SRR1233072Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233073Aligned.out.bam	SRR1233073Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233074Aligned.out.bam	SRR1233074Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233075Aligned.out.bam	SRR1233075Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Cortex Pyramidal neuron E18	SRR1233076Aligned.out.bam	SRR1233076Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233099Aligned.out.bam	SRR1233099Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233100Aligned.out.bam	SRR1233100Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233101Aligned.out.bam	SRR1233101Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233102Aligned.out.bam	SRR1233102Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233103Aligned.out.bam	SRR1233103Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233104Aligned.out.bam	SRR1233104Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233105Aligned.out.bam	SRR1233105Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233106Aligned.out.bam	SRR1233106Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233107Aligned.out.bam	SRR1233107Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233108Aligned.out.bam	SRR1233108Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233109Aligned.out.bam	SRR1233109Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233110Aligned.out.bam	SRR1233110Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233111Aligned.out.bam	SRR1233111Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233112Aligned.out.bam	SRR1233112Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233113Aligned.out.bam	SRR1233113Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233114Aligned.out.bam	SRR1233114Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233115Aligned.out.bam	SRR1233115Aligned.out_counts_genes_mm9.txt	Single
Neurons	C57BL/6, Hippocampus pyramidal neuron E18	SRR1233116Aligned.out.bam	SRR1233116Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2188962Aligned.out.bam	GSM2188962Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2188963Aligned.out.bam	GSM2188963Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2188964Aligned.out.bam	GSM2188964Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2188965Aligned.out.bam	GSM2188965Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2188966Aligned.out.bam	GSM2188966Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189006Aligned.out.bam	GSM2189006Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189007Aligned.out.bam	GSM2189007Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189008Aligned.out.bam	GSM2189008Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189009Aligned.out.bam	GSM2189009Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189010Aligned.out.bam	GSM2189010Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189011Aligned.out.bam	GSM2189011Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189012Aligned.out.bam	GSM2189012Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189013Aligned.out.bam	GSM2189013Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189014Aligned.out.bam	GSM2189014Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189015Aligned.out.bam	GSM2189015Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189016Aligned.out.bam	GSM2189016Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189017Aligned.out.bam	GSM2189017Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189018Aligned.out.bam	GSM2189018Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189019Aligned.out.bam	GSM2189019Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189020Aligned.out.bam	GSM2189020Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189021Aligned.out.bam	GSM2189021Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189022Aligned.out.bam	GSM2189022Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189023Aligned.out.bam	GSM2189023Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189024Aligned.out.bam	GSM2189024Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189025Aligned.out.bam	GSM2189025Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189026Aligned.out.bam	GSM2189026Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189027Aligned.out.bam	GSM2189027Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189028Aligned.out.bam	GSM2189028Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189029Aligned.out.bam	GSM2189029Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189039Aligned.out.bam	GSM2189039Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189040Aligned.out.bam	GSM2189040Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189041Aligned.out.bam	GSM2189041Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189042Aligned.out.bam	GSM2189042Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189043Aligned.out.bam	GSM2189043Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189044Aligned.out.bam	GSM2189044Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189045Aligned.out.bam	GSM2189045Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189046Aligned.out.bam	GSM2189046Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189047Aligned.out.bam	GSM2189047Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189048Aligned.out.bam	GSM2189048Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189049Aligned.out.bam	GSM2189049Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189050Aligned.out.bam	GSM2189050Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189051Aligned.out.bam	GSM2189051Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189052Aligned.out.bam	GSM2189052Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189053Aligned.out.bam	GSM2189053Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189054Aligned.out.bam	GSM2189054Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189055Aligned.out.bam	GSM2189055Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189056Aligned.out.bam	GSM2189056Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189057Aligned.out.bam	GSM2189057Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189058Aligned.out.bam	GSM2189058Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189059Aligned.out.bam	GSM2189059Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189060Aligned.out.bam	GSM2189060Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189061Aligned.out.bam	GSM2189061Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189062Aligned.out.bam	GSM2189062Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189063Aligned.out.bam	GSM2189063Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189064Aligned.out.bam	GSM2189064Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189065Aligned.out.bam	GSM2189065Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189066Aligned.out.bam	GSM2189066Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189067Aligned.out.bam	GSM2189067Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189068Aligned.out.bam	GSM2189068Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189069Aligned.out.bam	GSM2189069Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189070Aligned.out.bam	GSM2189070Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189071Aligned.out.bam	GSM2189071Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189072Aligned.out.bam	GSM2189072Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189073Aligned.out.bam	GSM2189073Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189074Aligned.out.bam	GSM2189074Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189075Aligned.out.bam	GSM2189075Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189076Aligned.out.bam	GSM2189076Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189077Aligned.out.bam	GSM2189077Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189078Aligned.out.bam	GSM2189078Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189079Aligned.out.bam	GSM2189079Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189080Aligned.out.bam	GSM2189080Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189081Aligned.out.bam	GSM2189081Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189082Aligned.out.bam	GSM2189082Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189083Aligned.out.bam	GSM2189083Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189084Aligned.out.bam	GSM2189084Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189085Aligned.out.bam	GSM2189085Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189086Aligned.out.bam	GSM2189086Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189087Aligned.out.bam	GSM2189087Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189088Aligned.out.bam	GSM2189088Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189092Aligned.out.bam	GSM2189092Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189093Aligned.out.bam	GSM2189093Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189094Aligned.out.bam	GSM2189094Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189095Aligned.out.bam	GSM2189095Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189096Aligned.out.bam	GSM2189096Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189097Aligned.out.bam	GSM2189097Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189098Aligned.out.bam	GSM2189098Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189099Aligned.out.bam	GSM2189099Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189100Aligned.out.bam	GSM2189100Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189101Aligned.out.bam	GSM2189101Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189102Aligned.out.bam	GSM2189102Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189103Aligned.out.bam	GSM2189103Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189104Aligned.out.bam	GSM2189104Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189105Aligned.out.bam	GSM2189105Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189106Aligned.out.bam	GSM2189106Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189107Aligned.out.bam	GSM2189107Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189108Aligned.out.bam	GSM2189108Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189109Aligned.out.bam	GSM2189109Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189110Aligned.out.bam	GSM2189110Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189111Aligned.out.bam	GSM2189111Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189112Aligned.out.bam	GSM2189112Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189113Aligned.out.bam	GSM2189113Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189114Aligned.out.bam	GSM2189114Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189115Aligned.out.bam	GSM2189115Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189116Aligned.out.bam	GSM2189116Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189117Aligned.out.bam	GSM2189117Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189118Aligned.out.bam	GSM2189118Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189119Aligned.out.bam	GSM2189119Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189120Aligned.out.bam	GSM2189120Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189121Aligned.out.bam	GSM2189121Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189122Aligned.out.bam	GSM2189122Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189123Aligned.out.bam	GSM2189123Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189124Aligned.out.bam	GSM2189124Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189125Aligned.out.bam	GSM2189125Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189126Aligned.out.bam	GSM2189126Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189127Aligned.out.bam	GSM2189127Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189128Aligned.out.bam	GSM2189128Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189129Aligned.out.bam	GSM2189129Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189130Aligned.out.bam	GSM2189130Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189131Aligned.out.bam	GSM2189131Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189132Aligned.out.bam	GSM2189132Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189133Aligned.out.bam	GSM2189133Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189134Aligned.out.bam	GSM2189134Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189135Aligned.out.bam	GSM2189135Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189136Aligned.out.bam	GSM2189136Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189137Aligned.out.bam	GSM2189137Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189138Aligned.out.bam	GSM2189138Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189139Aligned.out.bam	GSM2189139Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189140Aligned.out.bam	GSM2189140Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189141Aligned.out.bam	GSM2189141Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189142Aligned.out.bam	GSM2189142Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189143Aligned.out.bam	GSM2189143Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189144Aligned.out.bam	GSM2189144Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189145Aligned.out.bam	GSM2189145Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189146Aligned.out.bam	GSM2189146Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189147Aligned.out.bam	GSM2189147Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189148Aligned.out.bam	GSM2189148Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189149Aligned.out.bam	GSM2189149Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189150Aligned.out.bam	GSM2189150Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189151Aligned.out.bam	GSM2189151Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189152Aligned.out.bam	GSM2189152Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189153Aligned.out.bam	GSM2189153Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189154Aligned.out.bam	GSM2189154Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189155Aligned.out.bam	GSM2189155Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189156Aligned.out.bam	GSM2189156Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189157Aligned.out.bam	GSM2189157Aligned.out_counts_genes_mm9.txt	Single
Neurons	Steve_quake Striatum scRNAseq	GSM2189158Aligned.out.bam	GSM2189158Aligned.out_counts_genes_mm9.txt	Single
